log message,log key,parameter value vector
Jun 15 02:04:59 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220-135-151-1.hinet-ip.hinet.net  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[0, '220-135-151-1.hinet-ip.hinet.net']"
Jun 15 04:06:18 session opened for user cyrus by (uid=0),session opened for user <*> by (uid=<*>),"[7279, 'cyrus', '0']"
Jun 15 04:06:19 session closed for user cyrus,session closed for user <*>,"[1, 'cyrus']"
Jun 15 04:06:20 ALERT exited abnormally with [1],ALERT exited abnormally with [1],[1]
Jun 15 04:12:42 session opened for user news by (uid=0),session opened for user <*> by (uid=<*>),"[382, 'news', '0']"
Jun 15 04:12:43 session closed for user news,session closed for user <*>,"[1, 'news']"
Jun 15 12:12:34 check pass; user unknown,check pass; user unknown,[28791]
Jun 15 12:12:34 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, '218.188.2.4']"
Jun 15 12:12:34 check pass; user unknown,check pass; user unknown,[0]
Jun 15 12:12:34 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, '218.188.2.4']"
Jun 15 12:12:34 check pass; user unknown,check pass; user unknown,[0]
Jun 15 12:12:34 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, '218.188.2.4']"
Jun 15 12:12:34 check pass; user unknown,check pass; user unknown,[0]
Jun 15 12:12:34 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, '218.188.2.4']"
Jun 15 12:12:34 check pass; user unknown,check pass; user unknown,[0]
Jun 15 12:12:34 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, '218.188.2.4']"
Jun 15 12:12:34 check pass; user unknown,check pass; user unknown,[0]
Jun 15 12:12:34 check pass; user unknown,check pass; user unknown,[0]
Jun 15 12:12:34 check pass; user unknown,check pass; user unknown,[0]
Jun 15 12:12:34 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, '218.188.2.4']"
Jun 15 12:12:34 check pass; user unknown,check pass; user unknown,[0]
Jun 15 12:12:34 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, '218.188.2.4']"
Jun 15 12:12:34 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, '218.188.2.4']"
Jun 15 12:12:34 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, '218.188.2.4']"
Jun 15 12:12:34 check pass; user unknown,check pass; user unknown,[0]
Jun 15 12:12:34 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, '218.188.2.4']"
Jun 15 12:13:19 check pass; user unknown,check pass; user unknown,[45]
Jun 15 12:13:19 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, '218.188.2.4']"
Jun 15 12:13:20 check pass; user unknown,check pass; user unknown,[1]
Jun 15 12:13:20 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, '218.188.2.4']"
Jun 15 14:53:32 check pass; user unknown,check pass; user unknown,[9612]
Jun 15 14:53:32 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, '061092085098.ctinets.com']"
Jun 15 14:53:32 check pass; user unknown,check pass; user unknown,[0]
Jun 15 14:53:32 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, '061092085098.ctinets.com']"
Jun 15 14:53:32 check pass; user unknown,check pass; user unknown,[0]
Jun 15 14:53:32 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, '061092085098.ctinets.com']"
Jun 15 14:53:33 check pass; user unknown,check pass; user unknown,[1]
Jun 15 14:53:33 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, '061092085098.ctinets.com']"
Jun 15 14:53:34 check pass; user unknown,check pass; user unknown,[1]
Jun 15 14:53:34 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, '061092085098.ctinets.com']"
Jun 15 14:53:35 check pass; user unknown,check pass; user unknown,[1]
Jun 15 14:53:35 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, '061092085098.ctinets.com']"
Jun 15 14:53:35 check pass; user unknown,check pass; user unknown,[0]
Jun 15 14:53:35 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, '061092085098.ctinets.com']"
Jun 15 14:53:35 check pass; user unknown,check pass; user unknown,[0]
Jun 15 14:53:35 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, '061092085098.ctinets.com']"
Jun 15 14:53:36 check pass; user unknown,check pass; user unknown,[1]
Jun 15 14:53:36 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, '061092085098.ctinets.com']"
Jun 15 14:53:36 check pass; user unknown,check pass; user unknown,[0]
Jun 15 14:53:36 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, '061092085098.ctinets.com']"
Jun 15 20:05:31 check pass; user unknown,check pass; user unknown,[18715]
Jun 15 20:05:31 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, 'd211-116-254-214.rev.krline.net']"
Jun 15 20:05:31 check pass; user unknown,check pass; user unknown,[0]
Jun 15 20:05:31 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, 'd211-116-254-214.rev.krline.net']"
Jun 15 20:05:31 check pass; user unknown,check pass; user unknown,[0]
Jun 15 20:05:31 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, 'd211-116-254-214.rev.krline.net']"
Jun 15 20:05:31 check pass; user unknown,check pass; user unknown,[0]
Jun 15 20:05:31 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, 'd211-116-254-214.rev.krline.net']"
Jun 15 20:05:31 check pass; user unknown,check pass; user unknown,[0]
Jun 15 20:05:31 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, 'd211-116-254-214.rev.krline.net']"
Jun 16 04:10:22 session opened for user cyrus by (uid=0),session opened for user <*> by (uid=<*>),"[29091, 'cyrus', '0']"
Jun 16 04:10:23 session closed for user cyrus,session closed for user <*>,"[1, 'cyrus']"
Jun 16 04:10:24 ALERT exited abnormally with [1],ALERT exited abnormally with [1],[1]
Jun 16 04:16:17 session opened for user news by (uid=0),session opened for user <*> by (uid=<*>),"[353, 'news', '0']"
Jun 16 04:16:18 session closed for user news,session closed for user <*>,"[1, 'news']"
Jun 17 04:03:33 session opened for user cyrus by (uid=0),session opened for user <*> by (uid=<*>),"[85635, 'cyrus', '0']"
Jun 17 04:03:34 session closed for user cyrus,session closed for user <*>,"[1, 'cyrus']"
Jun 17 04:03:36 ALERT exited abnormally with [1],ALERT exited abnormally with [1],[2]
Jun 17 04:09:43 session opened for user news by (uid=0),session opened for user <*> by (uid=<*>),"[367, 'news', '0']"
Jun 17 04:09:45 session closed for user news,session closed for user <*>,"[2, 'news']"
Jun 17 07:07:00 connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[10635, '24.54.76.216', '24-54-76-216.bflony.adelphia.net', 'Fri Jun 17 07', '07', '00 2005']"
Jun 17 07:07:00 connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '24.54.76.216', '24-54-76-216.bflony.adelphia.net', 'Fri Jun 17 07', '07', '00 2005']"
Jun 17 07:07:00 connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '24.54.76.216', '24-54-76-216.bflony.adelphia.net', 'Fri Jun 17 07', '07', '00 2005']"
Jun 17 07:07:00 connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '24.54.76.216', '24-54-76-216.bflony.adelphia.net', 'Fri Jun 17 07', '07', '00 2005']"
Jun 17 07:07:00 connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '24.54.76.216', '24-54-76-216.bflony.adelphia.net', 'Fri Jun 17 07', '07', '00 2005']"
Jun 17 07:07:00 connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '24.54.76.216', '24-54-76-216.bflony.adelphia.net', 'Fri Jun 17 07', '07', '00 2005']"
Jun 17 07:07:02 connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:02 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[2, '24.54.76.216', '24-54-76-216.bflony.adelphia.net', 'Fri Jun 17 07', '07', '02 2005']"
Jun 17 07:07:04 connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:04 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[2, '24.54.76.216', '24-54-76-216.bflony.adelphia.net', 'Fri Jun 17 07', '07', '04 2005']"
Jun 17 19:43:13 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.46.224.253  user=guest,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=guest,"[45369, '211.46.224.253']"
Jun 17 20:29:26 session opened for user test by (uid=509),session opened for user <*> by (uid=<*>),"[2773, 'test', '509']"
Jun 17 20:34:57 session closed for user test,session closed for user <*>,"[331, 'test']"
Jun 17 20:55:06 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[1209, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Fri Jun 17 20', '55', '06 2005']"
Jun 17 20:55:06 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Fri Jun 17 20', '55', '06 2005']"
Jun 17 20:55:06 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Fri Jun 17 20', '55', '06 2005']"
Jun 17 20:55:06 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Fri Jun 17 20', '55', '06 2005']"
Jun 17 20:55:06 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Fri Jun 17 20', '55', '06 2005']"
Jun 17 20:55:07 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:07 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[1, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Fri Jun 17 20', '55', '07 2005']"
Jun 17 20:55:07 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:07 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Fri Jun 17 20', '55', '07 2005']"
Jun 18 01:30:59 check pass; user unknown,check pass; user unknown,[16552]
Jun 18 01:30:59 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, 'adsl-70-242-75-179.dsl.ksc2mo.swbell.net']"
Jun 18 01:30:59 check pass; user unknown,check pass; user unknown,[0]
Jun 18 01:30:59 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, 'adsl-70-242-75-179.dsl.ksc2mo.swbell.net']"
Jun 18 01:30:59 check pass; user unknown,check pass; user unknown,[0]
Jun 18 01:30:59 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, 'adsl-70-242-75-179.dsl.ksc2mo.swbell.net']"
Jun 18 01:30:59 check pass; user unknown,check pass; user unknown,[0]
Jun 18 01:30:59 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, 'adsl-70-242-75-179.dsl.ksc2mo.swbell.net']"
Jun 18 01:30:59 check pass; user unknown,check pass; user unknown,[0]
Jun 18 01:30:59 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, 'adsl-70-242-75-179.dsl.ksc2mo.swbell.net']"
Jun 18 01:30:59 check pass; user unknown,check pass; user unknown,[0]
Jun 18 01:30:59 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, 'adsl-70-242-75-179.dsl.ksc2mo.swbell.net']"
Jun 18 01:30:59 check pass; user unknown,check pass; user unknown,[0]
Jun 18 01:30:59 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, 'adsl-70-242-75-179.dsl.ksc2mo.swbell.net']"
Jun 18 01:30:59 check pass; user unknown,check pass; user unknown,[0]
Jun 18 01:30:59 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, 'adsl-70-242-75-179.dsl.ksc2mo.swbell.net']"
Jun 18 01:30:59 check pass; user unknown,check pass; user unknown,[0]
Jun 18 01:30:59 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, 'adsl-70-242-75-179.dsl.ksc2mo.swbell.net']"
Jun 18 01:30:59 check pass; user unknown,check pass; user unknown,[0]
Jun 18 01:30:59 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, 'adsl-70-242-75-179.dsl.ksc2mo.swbell.net']"
Jun 18 02:08:10 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[2231, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Sat Jun 18 02', '08', '10 2005']"
Jun 18 02:08:10 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Sat Jun 18 02', '08', '10 2005']"
Jun 18 02:08:10 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Sat Jun 18 02', '08', '10 2005']"
Jun 18 02:08:10 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Sat Jun 18 02', '08', '10 2005']"
Jun 18 02:08:10 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Sat Jun 18 02', '08', '10 2005']"
Jun 18 02:08:10 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Sat Jun 18 02', '08', '10 2005']"
Jun 18 02:08:10 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Sat Jun 18 02', '08', '10 2005']"
Jun 18 02:08:11 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[1, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Sat Jun 18 02', '08', '11 2005']"
Jun 18 02:08:11 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Sat Jun 18 02', '08', '11 2005']"
Jun 18 02:08:11 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Sat Jun 18 02', '08', '11 2005']"
Jun 18 02:08:11 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Sat Jun 18 02', '08', '11 2005']"
Jun 18 02:08:11 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Sat Jun 18 02', '08', '11 2005']"
Jun 18 02:08:12 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:12 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[1, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Sat Jun 18 02', '08', '12 2005']"
Jun 18 02:08:12 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:12 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Sat Jun 18 02', '08', '12 2005']"
Jun 18 02:08:12 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:12 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Sat Jun 18 02', '08', '12 2005']"
Jun 18 02:23:10 User unknown timed out after 900 seconds at Sat Jun 18 02:23:10 2005,User unknown timed out after <*> seconds at <*>:<*>:<*> <*>,"[898, '900', 'Jun 18 02:23:10 2005']"
Jun 18 04:07:05 session opened for user cyrus by (uid=0),session opened for user <*> by (uid=<*>),"[6235, 'cyrus', '0']"
Jun 18 04:07:06 session closed for user cyrus,session closed for user <*>,"[1, 'cyrus']"
Jun 18 04:07:06 ALERT exited abnormally with [1],ALERT exited abnormally with [1],[0]
Jun 18 04:12:42 session opened for user news by (uid=0),session opened for user <*> by (uid=<*>),"[336, 'news', '0']"
Jun 18 04:12:43 session closed for user news,session closed for user <*>,"[1, 'news']"
Jun 19 04:08:55 session opened for user cyrus by (uid=0),session opened for user <*> by (uid=<*>),"[86172, 'cyrus', '0']"
Jun 19 04:08:55 session closed for user cyrus,session closed for user <*>,"[0, 'cyrus']"
Jun 19 04:08:57 cupsd shutdown succeeded,cupsd shutdown succeeded,[2]
