log message,log key,parameter value vector,value0,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15
Jun 15 14:53:36 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,E31,"[0, '061092085098.ctinets.com']",0,[130],,,,,,,,,,,,,,
Jun 15 14:53:36 check pass; user unknown,E60,[0],0,,,,,,,,,,,,,,,
Jun 15 14:53:36 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,E31,"[0, '061092085098.ctinets.com']",0,[130],,,,,,,,,,,,,,
Jun 15 20:05:31 check pass; user unknown,E60,[18715],18715,,,,,,,,,,,,,,,
Jun 15 20:05:31 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,E31,"[0, 'd211-116-254-214.rev.krline.net']",0,[32],,,,,,,,,,,,,,
Jun 15 20:05:31 check pass; user unknown,E60,[0],0,,,,,,,,,,,,,,,
Jun 15 20:05:31 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,E31,"[0, 'd211-116-254-214.rev.krline.net']",0,[32],,,,,,,,,,,,,,
Jun 15 20:05:31 check pass; user unknown,E60,[0],0,,,,,,,,,,,,,,,
Jun 15 20:05:31 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,E31,"[0, 'd211-116-254-214.rev.krline.net']",0,[32],,,,,,,,,,,,,,
Jun 15 20:05:31 check pass; user unknown,E60,[0],0,,,,,,,,,,,,,,,
Jun 15 20:05:31 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,E31,"[0, 'd211-116-254-214.rev.krline.net']",0,[32],,,,,,,,,,,,,,
Jun 15 20:05:31 check pass; user unknown,E60,[0],0,,,,,,,,,,,,,,,
Jun 15 20:05:31 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,E31,"[0, 'd211-116-254-214.rev.krline.net']",0,[32],,,,,,,,,,,,,,
Jun 16 04:10:22 session opened for user cyrus by (uid=0),E86,"[29091, 'cyrus', '0']",29091,[209],[248],,,,,,,,,,,,,
Jun 16 04:10:23 session closed for user cyrus,E12,"[1, 'cyrus']",1,[209],,,,,,,,,,,,,,
Jun 16 04:10:24 ALERT exited abnormally with [1],E101,[1],1,,,,,,,,,,,,,,,
Jun 16 04:16:17 session opened for user news by (uid=0),E86,"[353, 'news', '0']",353,[122],[248],,,,,,,,,,,,,
Jun 16 04:16:18 session closed for user news,E12,"[1, 'news']",1,[122],,,,,,,,,,,,,,
Jun 17 04:03:33 session opened for user cyrus by (uid=0),E86,"[85635, 'cyrus', '0']",85635,[209],[248],,,,,,,,,,,,,
Jun 17 04:03:34 session closed for user cyrus,E12,"[1, 'cyrus']",1,[209],,,,,,,,,,,,,,
Jun 17 04:03:36 ALERT exited abnormally with [1],E101,[2],2,,,,,,,,,,,,,,,
Jun 17 04:09:43 session opened for user news by (uid=0),E86,"[367, 'news', '0']",367,[122],[248],,,,,,,,,,,,,
Jun 17 04:09:45 session closed for user news,E12,"[2, 'news']",2,[122],,,,,,,,,,,,,,
Jun 17 07:07:00 connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,E88,"[10635, '24.54.76.216', '24-54-76-216.bflony.adelphia.net', 'Fri Jun 17 07', '07', '00 2005']",10635,[161],[245],[230],[302],[90],,,,,,,,,,
Jun 17 07:07:00 connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,E88,"[0, '24.54.76.216', '24-54-76-216.bflony.adelphia.net', 'Fri Jun 17 07', '07', '00 2005']",0,[161],[245],[230],[302],[90],,,,,,,,,,
Jun 17 07:07:00 connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,E88,"[0, '24.54.76.216', '24-54-76-216.bflony.adelphia.net', 'Fri Jun 17 07', '07', '00 2005']",0,[161],[245],[230],[302],[90],,,,,,,,,,
Jun 17 07:07:00 connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,E88,"[0, '24.54.76.216', '24-54-76-216.bflony.adelphia.net', 'Fri Jun 17 07', '07', '00 2005']",0,[161],[245],[230],[302],[90],,,,,,,,,,
Jun 17 07:07:00 connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,E88,"[0, '24.54.76.216', '24-54-76-216.bflony.adelphia.net', 'Fri Jun 17 07', '07', '00 2005']",0,[161],[245],[230],[302],[90],,,,,,,,,,
Jun 17 07:07:00 connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,E88,"[0, '24.54.76.216', '24-54-76-216.bflony.adelphia.net', 'Fri Jun 17 07', '07', '00 2005']",0,[161],[245],[230],[302],[90],,,,,,,,,,
Jun 17 07:07:02 connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:02 2005,E88,"[2, '24.54.76.216', '24-54-76-216.bflony.adelphia.net', 'Fri Jun 17 07', '07', '02 2005']",2,[161],[245],[230],[302],[74],,,,,,,,,,
Jun 17 07:07:04 connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:04 2005,E88,"[2, '24.54.76.216', '24-54-76-216.bflony.adelphia.net', 'Fri Jun 17 07', '07', '04 2005']",2,[161],[245],[230],[302],[299],,,,,,,,,,
Jun 17 19:43:13 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.46.224.253  user=guest,E89,"[45369, '211.46.224.253']",45369,[34],,,,,,,,,,,,,,
Jun 17 20:29:26 session opened for user test by (uid=509),E86,"[2773, 'test', '509']",2773,[50],[70],,,,,,,,,,,,,
Jun 17 20:34:57 session closed for user test,E12,"[331, 'test']",331,[50],,,,,,,,,,,,,,
Jun 17 20:55:06 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,E88,"[1209, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Fri Jun 17 20', '55', '06 2005']",1209,[59],[8],[82],[92],[288],,,,,,,,,,
Jun 17 20:55:06 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,E88,"[0, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Fri Jun 17 20', '55', '06 2005']",0,[59],[8],[82],[92],[288],,,,,,,,,,
Jun 17 20:55:06 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,E88,"[0, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Fri Jun 17 20', '55', '06 2005']",0,[59],[8],[82],[92],[288],,,,,,,,,,
Jun 17 20:55:06 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,E88,"[0, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Fri Jun 17 20', '55', '06 2005']",0,[59],[8],[82],[92],[288],,,,,,,,,,
Jun 17 20:55:06 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,E88,"[0, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Fri Jun 17 20', '55', '06 2005']",0,[59],[8],[82],[92],[288],,,,,,,,,,
Jun 17 20:55:07 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:07 2005,E88,"[1, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Fri Jun 17 20', '55', '07 2005']",1,[59],[8],[82],[92],[258],,,,,,,,,,
Jun 17 20:55:07 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:07 2005,E88,"[0, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Fri Jun 17 20', '55', '07 2005']",0,[59],[8],[82],[92],[258],,,,,,,,,,
Jun 18 01:30:59 check pass; user unknown,E60,[16552],16552,,,,,,,,,,,,,,,
Jun 18 01:30:59 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,E31,"[0, 'adsl-70-242-75-179.dsl.ksc2mo.swbell.net']",0,[300],,,,,,,,,,,,,,
Jun 18 01:30:59 check pass; user unknown,E60,[0],0,,,,,,,,,,,,,,,
Jun 18 01:30:59 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,E31,"[0, 'adsl-70-242-75-179.dsl.ksc2mo.swbell.net']",0,[300],,,,,,,,,,,,,,
Jun 18 01:30:59 check pass; user unknown,E60,[0],0,,,,,,,,,,,,,,,
Jun 18 01:30:59 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,E31,"[0, 'adsl-70-242-75-179.dsl.ksc2mo.swbell.net']",0,[300],,,,,,,,,,,,,,
Jun 18 01:30:59 check pass; user unknown,E60,[0],0,,,,,,,,,,,,,,,
Jun 18 01:30:59 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,E31,"[0, 'adsl-70-242-75-179.dsl.ksc2mo.swbell.net']",0,[300],,,,,,,,,,,,,,
Jun 18 01:30:59 check pass; user unknown,E60,[0],0,,,,,,,,,,,,,,,
Jun 18 01:30:59 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,E31,"[0, 'adsl-70-242-75-179.dsl.ksc2mo.swbell.net']",0,[300],,,,,,,,,,,,,,
Jun 18 01:30:59 check pass; user unknown,E60,[0],0,,,,,,,,,,,,,,,
Jun 18 01:30:59 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,E31,"[0, 'adsl-70-242-75-179.dsl.ksc2mo.swbell.net']",0,[300],,,,,,,,,,,,,,
Jun 18 01:30:59 check pass; user unknown,E60,[0],0,,,,,,,,,,,,,,,
Jun 18 01:30:59 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,E31,"[0, 'adsl-70-242-75-179.dsl.ksc2mo.swbell.net']",0,[300],,,,,,,,,,,,,,
Jun 18 01:30:59 check pass; user unknown,E60,[0],0,,,,,,,,,,,,,,,
Jun 18 01:30:59 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,E31,"[0, 'adsl-70-242-75-179.dsl.ksc2mo.swbell.net']",0,[300],,,,,,,,,,,,,,
Jun 18 01:30:59 check pass; user unknown,E60,[0],0,,,,,,,,,,,,,,,
Jun 18 01:30:59 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,E31,"[0, 'adsl-70-242-75-179.dsl.ksc2mo.swbell.net']",0,[300],,,,,,,,,,,,,,
Jun 18 01:30:59 check pass; user unknown,E60,[0],0,,,,,,,,,,,,,,,
Jun 18 01:30:59 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,E31,"[0, 'adsl-70-242-75-179.dsl.ksc2mo.swbell.net']",0,[300],,,,,,,,,,,,,,
Jun 18 02:08:10 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,E88,"[2231, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Sat Jun 18 02', '08', '10 2005']",2231,[59],[8],[243],[154],[3],,,,,,,,,,
Jun 18 02:08:10 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,E88,"[0, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Sat Jun 18 02', '08', '10 2005']",0,[59],[8],[243],[154],[3],,,,,,,,,,
Jun 18 02:08:10 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,E88,"[0, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Sat Jun 18 02', '08', '10 2005']",0,[59],[8],[243],[154],[3],,,,,,,,,,
Jun 18 02:08:10 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,E88,"[0, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Sat Jun 18 02', '08', '10 2005']",0,[59],[8],[243],[154],[3],,,,,,,,,,
Jun 18 02:08:10 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,E88,"[0, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Sat Jun 18 02', '08', '10 2005']",0,[59],[8],[243],[154],[3],,,,,,,,,,
Jun 18 02:08:10 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,E88,"[0, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Sat Jun 18 02', '08', '10 2005']",0,[59],[8],[243],[154],[3],,,,,,,,,,
Jun 18 02:08:10 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,E88,"[0, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Sat Jun 18 02', '08', '10 2005']",0,[59],[8],[243],[154],[3],,,,,,,,,,
Jun 18 02:08:11 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005,E88,"[1, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Sat Jun 18 02', '08', '11 2005']",1,[59],[8],[243],[154],[227],,,,,,,,,,
Jun 18 02:08:11 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005,E88,"[0, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Sat Jun 18 02', '08', '11 2005']",0,[59],[8],[243],[154],[227],,,,,,,,,,
Jun 18 02:08:11 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005,E88,"[0, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Sat Jun 18 02', '08', '11 2005']",0,[59],[8],[243],[154],[227],,,,,,,,,,
Jun 18 02:08:11 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005,E88,"[0, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Sat Jun 18 02', '08', '11 2005']",0,[59],[8],[243],[154],[227],,,,,,,,,,
Jun 18 02:08:11 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005,E88,"[0, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Sat Jun 18 02', '08', '11 2005']",0,[59],[8],[243],[154],[227],,,,,,,,,,
Jun 18 02:08:12 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:12 2005,E88,"[1, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Sat Jun 18 02', '08', '12 2005']",1,[59],[8],[243],[154],[217],,,,,,,,,,
Jun 18 02:08:12 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:12 2005,E88,"[0, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Sat Jun 18 02', '08', '12 2005']",0,[59],[8],[243],[154],[217],,,,,,,,,,
Jun 18 02:08:12 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:12 2005,E88,"[0, '82.252.162.81', 'lns-vlq-45-tou-82-252-162-81.adsl.proxad.net', 'Sat Jun 18 02', '08', '12 2005']",0,[59],[8],[243],[154],[217],,,,,,,,,,
Jun 18 02:23:10 User unknown timed out after 900 seconds at Sat Jun 18 02:23:10 2005,E53,"[898, '900', 'Jun 18 02:23:10 2005']",898,[98],"[182, 2, 3]",,,,,,,,,,,,,
Jun 18 04:07:05 session opened for user cyrus by (uid=0),E86,"[6235, 'cyrus', '0']",6235,[209],[248],,,,,,,,,,,,,
Jun 18 04:07:06 session closed for user cyrus,E12,"[1, 'cyrus']",1,[209],,,,,,,,,,,,,,
Jun 18 04:07:06 ALERT exited abnormally with [1],E101,[0],0,,,,,,,,,,,,,,,
Jun 18 04:12:42 session opened for user news by (uid=0),E86,"[336, 'news', '0']",336,[122],[248],,,,,,,,,,,,,
Jun 18 04:12:43 session closed for user news,E12,"[1, 'news']",1,[122],,,,,,,,,,,,,,
Jun 19 04:08:55 session opened for user cyrus by (uid=0),E86,"[86172, 'cyrus', '0']",86172,[209],[248],,,,,,,,,,,,,
Jun 19 04:08:55 session closed for user cyrus,E12,"[0, 'cyrus']",0,[209],,,,,,,,,,,,,,
Jun 19 04:08:57 cupsd shutdown succeeded,E38,[2],2,,,,,,,,,,,,,,,
Jun 19 04:09:02 cupsd startup succeeded,E91,[5],5,,,,,,,,,,,,,,,
Jun 19 04:09:11 restart.,E114,[9],9,,,,,,,,,,,,,,,
Jun 19 04:09:11 ALERT exited abnormally with [1],E101,[0],0,,,,,,,,,,,,,,,
