log message,log key,parameter value vector
Jun 12 00:07:45 connection from 222.33.90.199 (0) at Sun Jun 12 00:07:45 2005,E0,"0,[144],[32],[59],[175],[2],[19, 9, 42]"
Jun 12 00:07:45 connection from 222.33.90.199 (0) at Sun Jun 12 00:07:45 2005,E0,"0,[144],[32],[59],[175],[2],[19, 9, 42]"
Jun 12 00:07:45 connection from 222.33.90.199 (0) at Sun Jun 12 00:07:45 2005,E0,"0,[144],[32],[59],[175],[2],[19, 9, 42]"
Jun 12 00:07:45 connection from 222.33.90.199 (0) at Sun Jun 12 00:07:45 2005,E0,"0,[144],[32],[59],[175],[2],[19, 9, 42]"
Jun 12 00:07:45 connection from 222.33.90.199 (0) at Sun Jun 12 00:07:45 2005,E0,"0,[144],[32],[59],[175],[2],[19, 9, 42]"
Jun 12 00:07:46 connection from 222.33.90.199 (0) at Sun Jun 12 00:07:46 2005,E0,"1,[144],[32],[59],[175],[2],[19, 9, 53]"
Jun 12 00:07:46 connection from 222.33.90.199 (0) at Sun Jun 12 00:07:46 2005,E0,"0,[144],[32],[59],[175],[2],[19, 9, 53]"
Jun 12 00:07:46 connection from 222.33.90.199 (0) at Sun Jun 12 00:07:46 2005,E0,"0,[144],[32],[59],[175],[2],[19, 9, 53]"
Jun 12 00:07:46 connection from 222.33.90.199 (0) at Sun Jun 12 00:07:46 2005,E0,"0,[144],[32],[59],[175],[2],[19, 9, 53]"
Jun 12 00:07:46 connection from 222.33.90.199 (0) at Sun Jun 12 00:07:46 2005,E0,"0,[144],[32],[59],[175],[2],[19, 9, 53]"
Jun 12 01:12:13 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4  user=test,E7,"3867,[1, 89],[47, 55]"
Jun 12 01:12:13 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4  user=test,E7,"0,[1, 89],[47, 55]"
Jun 12 01:12:13 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4  user=test,E7,"0,[1, 89],[47, 55]"
Jun 12 01:12:14 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4  user=test,E7,"1,[1, 89],[47, 55]"
Jun 12 01:12:14 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4  user=test,E7,"0,[1, 89],[47, 55]"
Jun 12 01:12:17 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4  user=test,E7,"3,[1, 89],[47, 55]"
Jun 12 01:12:18 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4  user=test,E7,"1,[1, 89],[47, 55]"
Jun 12 01:12:21 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4  user=test,E7,"3,[1, 89],[47, 55]"
Jun 12 01:12:22 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4  user=test,E7,"1,[1, 89],[47, 55]"
Jun 12 01:12:22 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4  user=test,E7,"0,[1, 89],[47, 55]"
Jun 12 01:12:27 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4  user=test,E7,"5,[1, 89],[47, 55]"
Jun 12 01:15:17 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4  user=test,E7,"170,[1, 89],[47, 55]"
Jun 12 01:15:23 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4  user=test,E7,"6,[1, 89],[47, 55]"
Jun 12 02:30:22 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.46.241.200  user=guest,E7,"4499,[1, 74],[47, 149]"
Jun 12 04:04:06 session opened for user cyrus by (uid=0),E1,"5624,[152],[45, 32]"
Jun 12 04:04:07 session closed for user cyrus,E15,"1,[152]"
Jun 12 04:04:09 cupsd shutdown succeeded,E24,2
Jun 12 04:04:15 cupsd startup succeeded,E12,6
Jun 12 04:04:19 restart.,E18,4
Jun 12 04:04:19 ALERT exited abnormally with [1],E5,0
Jun 12 04:10:11 session opened for user news by (uid=0),E1,"352,[172],[45, 32]"
Jun 12 04:10:11 session closed for user news,E15,"0,[172]"
Jun 12 05:21:33 session opened for user test by (uid=509),E1,"4282,[55],[45, 141]"
Jun 12 05:24:13 session closed for user test,E15,"160,[55]"
Jun 12 14:10:40 check pass; user unknown,E13,31587
Jun 12 14:10:40 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.38.14.205,E20,"0,[49, 76],[1, 79]"
Jun 12 14:10:40 check pass; user unknown,E13,0
Jun 12 14:10:40 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.38.14.205,E20,"0,[49, 76],[1, 79]"
Jun 12 14:10:42 check pass; user unknown,E13,2
Jun 12 14:10:42 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.38.14.205,E20,"0,[49, 76],[1, 79]"
Jun 12 14:10:44 check pass; user unknown,E13,2
Jun 12 14:10:44 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.38.14.205,E20,"0,[49, 76],[1, 79]"
Jun 12 14:10:44 check pass; user unknown,E13,0
Jun 12 14:10:44 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.38.14.205,E20,"0,[49, 76],[1, 79]"
Jun 12 14:10:46 check pass; user unknown,E13,2
Jun 12 14:10:46 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.38.14.205,E20,"0,[49, 76],[1, 79]"
Jun 12 14:10:46 check pass; user unknown,E13,0
Jun 12 14:10:46 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.38.14.205,E20,"0,[49, 76],[1, 79]"
Jun 12 14:10:49 check pass; user unknown,E13,3
Jun 12 14:10:49 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.38.14.205,E20,"0,[49, 76],[1, 79]"
Jun 12 14:10:50 check pass; user unknown,E13,1
Jun 12 14:10:50 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.38.14.205,E20,"0,[49, 76],[1, 79]"
Jun 12 14:10:50 check pass; user unknown,E13,0
Jun 12 14:10:50 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.38.14.205,E20,"0,[49, 76],[1, 79]"
Jun 12 14:10:52 check pass; user unknown,E13,2
Jun 12 14:10:52 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.38.14.205,E20,"0,[49, 76],[1, 79]"
Jun 12 14:10:52 check pass; user unknown,E13,0
Jun 12 14:10:52 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.38.14.205,E20,"0,[49, 76],[1, 79]"
Jun 12 14:10:54 check pass; user unknown,E13,2
Jun 12 14:10:54 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.38.14.205,E20,"0,[49, 76],[1, 79]"
Jun 13 02:01:27 connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,E17,"42633,[97],[67],[153],[175],[12],[4, 36, 75]"
Jun 13 02:01:27 connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,E17,"0,[97],[67],[153],[175],[12],[4, 36, 75]"
Jun 13 02:01:27 connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,E17,"0,[97],[67],[153],[175],[12],[4, 36, 75]"
Jun 13 02:01:27 connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,E17,"0,[97],[67],[153],[175],[12],[4, 36, 75]"
Jun 13 02:01:27 connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,E17,"0,[97],[67],[153],[175],[12],[4, 36, 75]"
Jun 13 02:01:27 connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,E17,"0,[97],[67],[153],[175],[12],[4, 36, 75]"
Jun 13 02:01:27 connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,E17,"0,[97],[67],[153],[175],[12],[4, 36, 75]"
Jun 13 02:01:27 connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,E17,"0,[97],[67],[153],[175],[12],[4, 36, 75]"
Jun 13 02:01:27 connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,E17,"0,[97],[67],[153],[175],[12],[4, 36, 75]"
Jun 13 02:01:27 connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,E17,"0,[97],[67],[153],[175],[12],[4, 36, 75]"
Jun 13 02:01:27 connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,E17,"0,[97],[67],[153],[175],[12],[4, 36, 75]"
Jun 13 02:01:27 connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,E17,"0,[97],[67],[153],[175],[12],[4, 36, 75]"
Jun 13 02:01:27 connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,E17,"0,[97],[67],[153],[175],[12],[4, 36, 75]"
Jun 13 02:01:27 connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,E17,"0,[97],[67],[153],[175],[12],[4, 36, 75]"
Jun 13 02:01:27 connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,E17,"0,[97],[67],[153],[175],[12],[4, 36, 75]"
Jun 13 02:01:27 connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,E17,"0,[97],[67],[153],[175],[12],[4, 36, 75]"
Jun 13 02:01:27 connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,E17,"0,[97],[67],[153],[175],[12],[4, 36, 75]"
Jun 13 02:01:28 connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:28 2005,E17,"1,[97],[67],[153],[175],[12],[4, 36, 70]"
Jun 13 02:01:28 connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:28 2005,E17,"0,[97],[67],[153],[175],[12],[4, 36, 70]"
Jun 13 02:01:28 connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:28 2005,E17,"0,[97],[67],[153],[175],[12],[4, 36, 70]"
Jun 13 02:01:28 connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:28 2005,E17,"0,[97],[67],[153],[175],[12],[4, 36, 70]"
Jun 13 02:01:28 connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:28 2005,E17,"0,[97],[67],[153],[175],[12],[4, 36, 70]"
Jun 13 02:01:28 connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:28 2005,E17,"0,[97],[67],[153],[175],[12],[4, 36, 70]"
Jun 13 04:03:07 session opened for user cyrus by (uid=0),E1,"7299,[152],[45, 32]"
Jun 13 04:03:08 session closed for user cyrus,E15,"1,[152]"
Jun 13 04:03:09 ALERT exited abnormally with [1],E5,1
Jun 13 04:09:20 session opened for user news by (uid=0),E1,"371,[172],[45, 32]"
Jun 13 04:09:22 session closed for user news,E15,"2,[172]"
Jun 13 05:27:11 bad username [;;],E23,4669
Jun 13 05:27:12 Couldn't authenticate user,E6,1
Jun 13 05:27:30 bad username [],E16,18
Jun 13 05:27:31 Couldn't authenticate user,E6,1
Jun 13 09:09:44 connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,E17,"13333,[63],[156],[153],[175],[12],[10, 10, 18]"
Jun 13 09:09:44 connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,E17,"0,[63],[156],[153],[175],[12],[10, 10, 18]"
Jun 13 09:09:44 connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,E17,"0,[63],[156],[153],[175],[12],[10, 10, 18]"
Jun 13 09:09:44 connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,E17,"0,[63],[156],[153],[175],[12],[10, 10, 18]"
Jun 13 09:09:44 connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,E17,"0,[63],[156],[153],[175],[12],[10, 10, 18]"
Jun 13 09:09:44 connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,E17,"0,[63],[156],[153],[175],[12],[10, 10, 18]"
Jun 13 09:09:44 connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,E17,"0,[63],[156],[153],[175],[12],[10, 10, 18]"
Jun 13 09:09:44 connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,E17,"0,[63],[156],[153],[175],[12],[10, 10, 18]"
Jun 13 09:09:44 connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,E17,"0,[63],[156],[153],[175],[12],[10, 10, 18]"
Jun 13 09:09:44 connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,E17,"0,[63],[156],[153],[175],[12],[10, 10, 18]"
Jun 13 09:09:44 connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,E17,"0,[63],[156],[153],[175],[12],[10, 10, 18]"
Jun 13 09:09:44 connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,E17,"0,[63],[156],[153],[175],[12],[10, 10, 18]"
Jun 13 09:09:44 connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,E17,"0,[63],[156],[153],[175],[12],[10, 10, 18]"
Jun 13 09:09:44 connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,E17,"0,[63],[156],[153],[175],[12],[10, 10, 18]"
Jun 13 09:09:44 connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,E17,"0,[63],[156],[153],[175],[12],[10, 10, 18]"
Jun 13 09:09:44 connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,E17,"0,[63],[156],[153],[175],[12],[10, 10, 18]"
Jun 13 09:09:44 connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,E17,"0,[63],[156],[153],[175],[12],[10, 10, 18]"
Jun 13 09:09:44 connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,E17,"0,[63],[156],[153],[175],[12],[10, 10, 18]"
Jun 13 09:09:44 connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,E17,"0,[63],[156],[153],[175],[12],[10, 10, 18]"
Jun 13 09:09:44 connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,E17,"0,[63],[156],[153],[175],[12],[10, 10, 18]"
Jun 13 09:09:44 connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,E17,"0,[63],[156],[153],[175],[12],[10, 10, 18]"
Jun 13 09:09:44 connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,E17,"0,[63],[156],[153],[175],[12],[10, 10, 18]"
Jun 13 09:09:44 connection from 212.5.120.141 (host-141.STSK.macomnet.net) at Mon Jun 13 09:09:44 2005,E17,"0,[63],[156],[153],[175],[12],[10, 10, 18]"
Jun 13 10:18:09 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.153.202.254  user=root,E7,"4105,[1, 168],[47, 57]"
Jun 13 10:18:09 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.153.202.254  user=root,E7,"0,[1, 168],[47, 57]"
Jun 13 10:18:09 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.153.202.254  user=root,E7,"0,[1, 168],[47, 57]"
Jun 13 10:18:09 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.153.202.254  user=root,E7,"0,[1, 168],[47, 57]"
Jun 13 10:18:09 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.153.202.254  user=root,E7,"0,[1, 168],[47, 57]"
Jun 13 10:18:09 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.153.202.254  user=root,E7,"0,[1, 168],[47, 57]"
Jun 13 10:18:09 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.153.202.254  user=root,E7,"0,[1, 168],[47, 57]"
Jun 13 10:18:09 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.153.202.254  user=root,E7,"0,[1, 168],[47, 57]"
Jun 13 10:18:09 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.153.202.254  user=root,E7,"0,[1, 168],[47, 57]"
Jun 13 10:18:09 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.153.202.254  user=root,E7,"0,[1, 168],[47, 57]"
Jun 13 11:55:04 gethostbyname error for ^X\F7\FF\BF^X\F7\FF\BF^Z\F7\FF\BF^Z\F7\FF\BF%8x%8x%8x%8x%8x%8x%8x%8x%8x%62716x%hn%51859x%hn\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220,E21,5815
Jun 13 11:55:05 gethostbyname error for ^X\F7\FF\BF^X\F7\FF\BF^Z\F7\FF\BF^Z\F7\FF\BF%8x%8x%8x%8x%8x%8x%8x%8x%8x%62716x%hn%51859x%hn\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220,E21,1
Jun 13 11:55:08 gethostbyname error for ^X\F7\FF\BF^X\F7\FF\BF^Z\F7\FF\BF^Z\F7\FF\BF%8x%8x%8x%8x%8x%8x%8x%8x%8x%62716x%hn%51859x%hn\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220,E21,3
Jun 13 11:55:09 gethostbyname error for ^X\F7\FF\BF^X\F7\FF\BF^Z\F7\FF\BF^Z\F7\FF\BF%8x%8x%8x%8x%8x%8x%8x%8x%8x%62716x%hn%51859x%hn\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220,E21,1
Jun 13 11:55:09 gethostbyname error for ^X\F7\FF\BF^X\F7\FF\BF^Z\F7\FF\BF^Z\F7\FF\BF%8x%8x%8x%8x%8x%8x%8x%8x%8x%62716x%hn%51859x%hn\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220,E21,0
Jun 13 11:55:10 gethostbyname error for ^X\F7\FF\BF^X\F7\FF\BF^Z\F7\FF\BF^Z\F7\FF\BF%8x%8x%8x%8x%8x%8x%8x%8x%8x%62716x%hn%51859x%hn\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220,E21,1
Jun 13 12:49:32 connection from 65.35.73.251 (251-73.35-65.tampabay.res.rr.com) at Mon Jun 13 12:49:32 2005,E17,"3262,[147],[192],[153],[175],[12],[2, 30, 39]"
Jun 13 12:49:32 connection from 65.35.73.251 (251-73.35-65.tampabay.res.rr.com) at Mon Jun 13 12:49:32 2005,E17,"0,[147],[192],[153],[175],[12],[2, 30, 39]"
Jun 13 12:49:32 connection from 65.35.73.251 (251-73.35-65.tampabay.res.rr.com) at Mon Jun 13 12:49:32 2005,E17,"0,[147],[192],[153],[175],[12],[2, 30, 39]"
Jun 13 12:49:32 connection from 65.35.73.251 (251-73.35-65.tampabay.res.rr.com) at Mon Jun 13 12:49:32 2005,E17,"0,[147],[192],[153],[175],[12],[2, 30, 39]"
