LineId,Month,Date,Time,Level,Component,PID,Content,EventId,EventTemplate
173,Sep,18,10:33:16,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
174,Sep,18,10:39:01,internpc,CRON,12008,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
175,Sep,18,10:39:01,internpc,CRON,12008,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
176,Sep,18,10:58:50,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
177,Sep,18,11:08:57,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
178,Sep,18,11:09:01,internpc,CRON,12649,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
179,Sep,18,11:09:01,internpc,CRON,12649,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
180,Sep,18,11:17:01,internpc,CRON,12848,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
181,Sep,18,11:17:01,internpc,CRON,12848,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
182,Sep,18,11:39:01,internpc,CRON,13517,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
183,Sep,18,11:39:01,internpc,CRON,13517,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
184,Sep,18,11:49:41,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
185,Sep,18,12:09:01,internpc,CRON,14109,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
186,Sep,18,12:09:01,internpc,CRON,14109,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
187,Sep,18,12:17:01,internpc,CRON,14177,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
188,Sep,18,12:17:01,internpc,CRON,14177,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
189,Sep,18,12:18:00,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
190,Sep,18,12:18:03,internpc,gnome-keyring-daemon,3960,"asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered",4a29d288,"asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered"
191,Sep,18,12:18:03,internpc,gnome-keyring-daemon,3960,"asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered",4a29d288,"asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered"
192,Sep,18,12:18:28,internpc,dbus-daemon,1370,[system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms),cf39805e,[system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms)
193,Sep,18,12:39:01,internpc,CRON,16827,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
194,Sep,18,12:39:01,internpc,CRON,16827,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
195,Sep,18,12:53:33,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
196,Sep,18,13:09:01,internpc,CRON,17853,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
197,Sep,18,13:09:01,internpc,CRON,17853,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
198,Sep,18,13:17:01,internpc,CRON,18507,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
199,Sep,18,13:17:01,internpc,CRON,18507,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
200,Sep,18,13:39:01,internpc,CRON,19062,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
201,Sep,18,13:39:01,internpc,CRON,19062,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
202,Sep,18,13:46:03,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
203,Sep,18,14:09:01,internpc,CRON,19987,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
204,Sep,18,14:09:01,internpc,CRON,19987,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
205,Sep,18,14:17:01,internpc,CRON,20341,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
206,Sep,18,14:17:01,internpc,CRON,20341,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
207,Sep,18,14:39:01,internpc,CRON,21261,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
208,Sep,18,14:39:01,internpc,CRON,21261,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
209,Sep,18,15:09:01,internpc,CRON,22429,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
210,Sep,18,15:09:01,internpc,CRON,22429,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
211,Sep,18,15:17:01,internpc,CRON,22647,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
212,Sep,18,15:17:01,internpc,CRON,22647,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
213,Sep,18,15:39:01,internpc,CRON,23504,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
214,Sep,18,15:39:01,internpc,CRON,23504,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
215,Sep,18,15:42:05,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
216,Sep,18,16:05:53,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
217,Sep,18,16:09:01,internpc,CRON,24261,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
218,Sep,18,16:09:01,internpc,CRON,24261,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
219,Sep,18,16:17:01,internpc,CRON,24709,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
220,Sep,18,16:17:01,internpc,CRON,24709,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
221,Sep,18,16:39:01,internpc,CRON,25551,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
222,Sep,18,16:39:01,internpc,CRON,25551,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
223,Sep,18,16:58:41,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
224,Sep,18,17:09:01,internpc,CRON,26472,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
225,Sep,18,17:09:01,internpc,CRON,26472,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
226,Sep,18,17:17:01,internpc,CRON,26962,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
227,Sep,18,17:17:01,internpc,CRON,26962,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
228,Sep,18,17:17:18,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
229,Sep,18,17:32:49,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
230,Sep,18,17:33:08,internpc,systemd-logind,1488,System is powering down.,7aef767d,System is powering down.
231,Sep,19,09:37:49,internpc,systemd-logind,1475,New seat seat0.,835560a8,New seat seat0.
232,Sep,19,09:37:49,internpc,systemd-logind,1475,Watching system buttons on /dev/input/event3 (Power Button),3bf8ba4b,Watching system buttons on   
233,Sep,19,09:37:49,internpc,systemd-logind,1475,Watching system buttons on /dev/input/event0 (Power Button),3bf8ba4b,Watching system buttons on   
234,Sep,19,09:37:49,internpc,systemd-logind,1475,Watching system buttons on /dev/input/event2 (Lid Switch),3bf8ba4b,Watching system buttons on   
235,Sep,19,09:37:49,internpc,systemd-logind,1475,Watching system buttons on /dev/input/event1 (Sleep Button),3bf8ba4b,Watching system buttons on   
236,Sep,19,09:37:49,internpc,systemd-logind,1475,Watching system buttons on /dev/input/event7 (Logitech USB Receiver),d069e105,Watching system buttons on /dev/input/event7 (Logitech USB Receiver)
237,Sep,19,09:37:49,internpc,systemd-logind,1475,Watching system buttons on /dev/input/event9 (Logitech USB Receiver Consumer Control),f12e6680,Watching system buttons on      
238,Sep,19,09:37:49,internpc,systemd-logind,1475,Watching system buttons on /dev/input/event10 (Logitech USB Receiver System Control),f12e6680,Watching system buttons on      
239,Sep,19,09:37:49,internpc,systemd-logind,1475,Watching system buttons on /dev/input/event4 (AT Translated Set 2 keyboard),f12e6680,Watching system buttons on      
240,Sep,19,09:37:51,internpc,gdm-launch-environment],,pam_unix(gdm-launch-environment:session): session opened for user gdm by (uid=0),bb6b9e55,pam_unix(gdm-launch-environment:session): session opened for user gdm by (uid=0)
241,Sep,19,09:37:51,internpc,systemd-logind,1475,New session c1 of user gdm.,7c473141,New session  of user 
242,Sep,19,09:37:51,internpc,systemd,,pam_unix(systemd-user:session): session opened for user gdm by (uid=0),37ec3e93,pam_unix(systemd-user:session): session opened for user  by (uid=0)
243,Sep,19,09:37:54,internpc,polkitd(authority=local),,"Registered Authentication Agent for unix-session:c1 (system bus name :1.25 [/usr/bin/gnome-shell], object path /org/freedesktop/PolicyKit1/AuthenticationAgent, locale en_GB.UTF-8)",57d21f6a,"Registered Authentication Agent for  (system bus name  [/usr/bin/gnome-shell], object path /org/freedesktop/PolicyKit1/AuthenticationAgent, locale en_GB.UTF-8)"
244,Sep,19,09:38:01,internpc,gdm-password],,pam_unix(gdm-password:session): session opened for user intern by (uid=0),65359baa,pam_unix(gdm-password:session): session opened for user intern by (uid=0)
245,Sep,19,09:38:01,internpc,systemd-logind,1475,New session 2 of user intern.,7c473141,New session  of user 
246,Sep,19,09:38:01,internpc,systemd,,pam_unix(systemd-user:session): session opened for user intern by (uid=0),37ec3e93,pam_unix(systemd-user:session): session opened for user  by (uid=0)
247,Sep,19,09:38:08,internpc,polkitd(authority=local),,"Registered Authentication Agent for unix-session:2 (system bus name :1.80 [/usr/bin/gnome-shell], object path /org/freedesktop/PolicyKit1/AuthenticationAgent, locale en_GB.UTF-8)",57d21f6a,"Registered Authentication Agent for  (system bus name  [/usr/bin/gnome-shell], object path /org/freedesktop/PolicyKit1/AuthenticationAgent, locale en_GB.UTF-8)"
248,Sep,19,09:38:17,internpc,dbus-daemon,1365,[system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms),cf39805e,[system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms)
249,Sep,19,09:39:00,internpc,CRON,16129,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
250,Sep,19,09:39:00,internpc,CRON,16129,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
251,Sep,19,09:39:11,internpc,pkexec,,pam_unix(polkit-1:session): session opened for user root by (uid=1000),a4e5952b,pam_unix(polkit-1:session): session opened for user root by (uid=1000)
252,Sep,19,09:39:11,internpc,pkexec,16529,intern: Executing command [USER=root] [TTY=unknown] [CWD=/home/intern] [COMMAND=/usr/lib/update-notifier/package-system-locked],5de9616b,intern: Executing command [USER=root] [TTY=unknown] [CWD=/home/intern] [COMMAND=/usr/lib/update-notifier/package-system-locked]
253,Sep,19,10:05:35,internpc,gnome-keyring-daemon,6261,"asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered",4a29d288,"asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered"
254,Sep,19,10:05:35,internpc,gnome-keyring-daemon,6261,"asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered",4a29d288,"asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered"
255,Sep,19,10:05:43,internpc,gnome-keyring-daemon,6261,"asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered",4a29d288,"asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered"
256,Sep,19,10:05:43,internpc,gnome-keyring-daemon,6261,"asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered",4a29d288,"asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered"
257,Sep,19,10:05:59,internpc,dbus-daemon,1365,[system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms),cf39805e,[system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms)
258,Sep,19,10:09:01,internpc,CRON,20275,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
259,Sep,19,10:09:01,internpc,CRON,20275,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
260,Sep,19,10:17:01,internpc,CRON,20783,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
261,Sep,19,10:17:01,internpc,CRON,20783,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
262,Sep,19,10:23:57,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
263,Sep,19,10:39:01,internpc,CRON,21616,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
264,Sep,19,10:39:01,internpc,CRON,21616,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
265,Sep,19,11:09:01,internpc,CRON,22355,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
266,Sep,19,11:09:01,internpc,CRON,22355,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
267,Sep,19,11:17:01,internpc,CRON,22586,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
268,Sep,19,11:17:01,internpc,CRON,22586,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
269,Sep,19,11:39:01,internpc,CRON,23030,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
270,Sep,19,11:39:01,internpc,CRON,23030,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
271,Sep,19,11:40:53,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
272,Sep,19,11:44:32,internpc,gdm-password],,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,a1ef0b16,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost= user=intern
273,Sep,19,11:44:43,internpc,gdm-password],,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,a1ef0b16,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost= user=intern
274,Sep,19,11:44:51,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
275,Sep,19,12:08:49,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
276,Sep,19,12:09:01,internpc,CRON,23544,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
277,Sep,19,12:09:01,internpc,CRON,23544,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
278,Sep,19,12:17:01,internpc,CRON,23678,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
279,Sep,19,12:17:01,internpc,CRON,23678,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
280,Sep,19,12:39:02,internpc,CRON,23874,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
281,Sep,19,12:39:02,internpc,CRON,23874,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
282,Sep,19,12:39:28,internpc,gdm-password],,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,a1ef0b16,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost= user=intern
283,Sep,19,12:39:34,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
284,Sep,19,12:49:36,internpc,gnome-keyring-daemon,6261,"asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered",4a29d288,"asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered"
285,Sep,19,12:49:36,internpc,gnome-keyring-daemon,6261,"asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered",4a29d288,"asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered"
286,Sep,19,12:50:01,internpc,dbus-daemon,1365,[system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms),cf39805e,[system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms)
287,Sep,19,12:53:17,internpc,gnome-keyring-daemon,6261,"asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered",4a29d288,"asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered"
288,Sep,19,12:53:17,internpc,gnome-keyring-daemon,6261,"asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered",4a29d288,"asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered"
289,Sep,19,12:53:42,internpc,dbus-daemon,1365,[system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms),cf39805e,[system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms)
290,Sep,19,13:09:01,internpc,CRON,26368,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
291,Sep,19,13:09:01,internpc,CRON,26368,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
292,Sep,19,13:17:01,internpc,CRON,26632,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
293,Sep,19,13:17:01,internpc,CRON,26632,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
294,Sep,19,13:39:01,internpc,CRON,27399,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
295,Sep,19,13:39:01,internpc,CRON,27399,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
296,Sep,19,14:09:01,internpc,CRON,29066,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
297,Sep,19,14:09:01,internpc,CRON,29066,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
298,Sep,19,14:17:01,internpc,CRON,29509,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
299,Sep,19,14:17:01,internpc,CRON,29509,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
300,Sep,19,14:39:01,internpc,CRON,30678,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
301,Sep,19,14:39:01,internpc,CRON,30678,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
302,Sep,19,15:00:37,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
303,Sep,19,15:02:45,internpc,gdm-password],,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,a1ef0b16,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost= user=intern
304,Sep,19,15:02:59,internpc,gdm-password],,message repeated 2 times: [ pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern],087c8d6d,message repeated  times: [ pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost= user=intern]
305,Sep,19,15:03:05,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
306,Sep,19,15:09:01,internpc,CRON,32059,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
307,Sep,19,15:09:01,internpc,CRON,32059,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
308,Sep,19,15:17:01,internpc,CRON,32258,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
309,Sep,19,15:17:01,internpc,CRON,32258,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
310,Sep,19,15:20:44,internpc,gdm-password],,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,a1ef0b16,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost= user=intern
311,Sep,19,15:21:20,internpc,gdm-password],,message repeated 4 times: [ pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern],087c8d6d,message repeated  times: [ pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost= user=intern]
312,Sep,19,15:21:57,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
313,Sep,19,15:39:01,internpc,CRON,556,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
314,Sep,19,15:39:01,internpc,CRON,556,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
315,Sep,19,16:06:00,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
316,Sep,19,16:09:01,internpc,CRON,1465,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
317,Sep,19,16:09:01,internpc,CRON,1465,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
318,Sep,19,16:17:01,internpc,CRON,2050,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
319,Sep,19,16:17:01,internpc,CRON,2050,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
320,Sep,19,16:39:01,internpc,CRON,3373,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
321,Sep,19,16:39:01,internpc,CRON,3373,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
322,Sep,19,16:50:06,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
323,Sep,19,17:09:01,internpc,CRON,4691,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
324,Sep,19,17:09:01,internpc,CRON,4691,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
325,Sep,19,17:15:12,internpc,sudo,,intern : TTY=pts/0 ; PWD=/home/intern/Desktop/ML ; USER=root ; COMMAND=/bin/cp -r . ../repos/jsoc-machine-learning/,b2abba90,intern : TTY=pts/0 ; PWD=/home/intern/Desktop/ML ; USER=root ; COMMAND=/bin/cp -r . ../repos/jsoc-machine-learning/
326,Sep,19,17:15:12,internpc,sudo,,pam_unix(sudo:session): session opened for user root by (uid=0),1b3c4b91,pam_unix(sudo:session): session opened for user root by (uid=0)
327,Sep,19,17:15:59,internpc,sudo,,pam_unix(sudo:session): session closed for user root,449b71b3,pam_unix(sudo:session): session closed for user root
328,Sep,19,17:16:39,internpc,sudo,,intern : TTY=pts/0 ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning ; USER=root ; COMMAND=/usr/bin/git add --all,b8fe36c2,intern :  ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning ; USER=root ; COMMAND=/usr/bin/git add --all
329,Sep,19,17:16:39,internpc,sudo,,pam_unix(sudo:session): session opened for user root by (uid=0),1b3c4b91,pam_unix(sudo:session): session opened for user root by (uid=0)
330,Sep,19,17:17:01,internpc,CRON,5127,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
331,Sep,19,17:17:01,internpc,CRON,5127,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
332,Sep,19,17:17:18,internpc,sudo,,pam_unix(sudo:session): session closed for user root,449b71b3,pam_unix(sudo:session): session closed for user root
333,Sep,19,17:17:42,internpc,sudo,,intern : TTY=pts/0 ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning ; USER=root ; COMMAND=/usr/bin/git commit -m all files are added from ML,596cc0c8,intern : TTY=pts/0 ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning ; USER=root ; COMMAND=/usr/bin/git commit -m all files are added from ML
334,Sep,19,17:17:42,internpc,sudo,,pam_unix(sudo:session): session opened for user root by (uid=0),1b3c4b91,pam_unix(sudo:session): session opened for user root by (uid=0)
335,Sep,19,17:17:44,internpc,sudo,,pam_unix(sudo:session): session closed for user root,449b71b3,pam_unix(sudo:session): session closed for user root
336,Sep,19,17:18:15,internpc,sudo,,intern : TTY=pts/0 ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning ; USER=root ; COMMAND=/usr/bin/git push,dc23202f,intern :  ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning ; USER=root ; COMMAND=/usr/bin/git 
337,Sep,19,17:18:15,internpc,sudo,,pam_unix(sudo:session): session opened for user root by (uid=0),1b3c4b91,pam_unix(sudo:session): session opened for user root by (uid=0)
338,Sep,19,17:18:15,internpc,sudo,,pam_unix(sudo:session): session closed for user root,449b71b3,pam_unix(sudo:session): session closed for user root
339,Sep,19,17:23:32,internpc,sudo,,intern : TTY=pts/0 ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning ; USER=root ; COMMAND=/usr/bin/git init,dc23202f,intern :  ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning ; USER=root ; COMMAND=/usr/bin/git 
