LineId,Month,Date,Time,Level,Component,PID,Content,EventId,EventTemplate
18,Sep,30,09:59:35,internpc,sudo,,pam_unix(sudo:session): session closed for user root,449b71b3,pam_unix(sudo:session): session closed for user root
19,Sep,30,09:59:44,internpc,sudo,,intern : TTY=pts/1 ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning-2 ; USER=root ; COMMAND=/usr/bin/git remote add origin git@bitbucket.org:Newt08/jsoc-machine-learning-2.git,974a6b04,intern : TTY=pts/1 ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning-2 ; USER=root ; COMMAND=/usr/bin/git remote add origin git@bitbucket.org:Newt08/jsoc-machine-learning-2.git
20,Sep,30,09:59:44,internpc,sudo,,pam_unix(sudo:session): session opened for user root by (uid=0),1b3c4b91,pam_unix(sudo:session): session opened for user root by (uid=0)
21,Sep,30,09:59:44,internpc,sudo,,pam_unix(sudo:session): session closed for user root,449b71b3,pam_unix(sudo:session): session closed for user root
22,Sep,30,09:59:47,internpc,sudo,,intern : TTY=pts/1 ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning-2 ; USER=root ; COMMAND=/usr/bin/git push -u origin master,b4d486eb,intern : TTY=pts/1 ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning-2 ; USER=root ; COMMAND=/usr/bin/git push -u origin master
23,Sep,30,09:59:47,internpc,sudo,,pam_unix(sudo:session): session opened for user root by (uid=0),1b3c4b91,pam_unix(sudo:session): session opened for user root by (uid=0)
24,Sep,30,09:59:47,internpc,sudo,,pam_unix(sudo:session): session closed for user root,449b71b3,pam_unix(sudo:session): session closed for user root
25,Sep,30,10:03:17,internpc,sudo,,intern : TTY=pts/2 ; PWD=/home/intern/Desktop/ML ; USER=root ; COMMAND=/usr/bin/scp -r ./System log Detection/Deeplog ../repos/jsoc-machine-learning-2/,5881a62c,intern : TTY=pts/2 ; PWD=/home/intern/Desktop/ML ; USER=root ; COMMAND=/usr/bin/scp -r ./System log Detection/Deeplog ../repos/jsoc-machine-learning-2/
26,Sep,30,10:03:17,internpc,sudo,,pam_unix(sudo:session): session opened for user root by (uid=0),1b3c4b91,pam_unix(sudo:session): session opened for user root by (uid=0)
27,Sep,30,10:03:17,internpc,sudo,,pam_unix(sudo:session): session closed for user root,449b71b3,pam_unix(sudo:session): session closed for user root
28,Sep,30,10:03:26,internpc,sudo,,intern : TTY=pts/2 ; PWD=/home/intern/Desktop/ML ; USER=root ; COMMAND=/usr/bin/scp -r ./System log Detection/Deeplog ../repos/jsoc-machine-learning-2/,5881a62c,intern : TTY=pts/2 ; PWD=/home/intern/Desktop/ML ; USER=root ; COMMAND=/usr/bin/scp -r ./System log Detection/Deeplog ../repos/jsoc-machine-learning-2/
29,Sep,30,10:03:26,internpc,sudo,,pam_unix(sudo:session): session opened for user root by (uid=0),1b3c4b91,pam_unix(sudo:session): session opened for user root by (uid=0)
30,Sep,30,10:03:26,internpc,sudo,,pam_unix(sudo:session): session closed for user root,449b71b3,pam_unix(sudo:session): session closed for user root
31,Sep,30,10:03:51,internpc,sudo,,intern : TTY=pts/1 ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning-2 ; USER=root ; COMMAND=/usr/bin/git add --all,bc14afa3,intern : TTY=pts/1 ;  ; USER=root ; COMMAND=/usr/bin/git add --all
32,Sep,30,10:03:51,internpc,sudo,,pam_unix(sudo:session): session opened for user root by (uid=0),1b3c4b91,pam_unix(sudo:session): session opened for user root by (uid=0)
33,Sep,30,10:03:52,internpc,sudo,,pam_unix(sudo:session): session closed for user root,449b71b3,pam_unix(sudo:session): session closed for user root
34,Sep,30,10:04:28,internpc,sudo,,intern : TTY=pts/1 ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning-2 ; USER=root ; COMMAND=/usr/bin/git commit -m all files are added from ML/System log Detection,25f745d5,intern : TTY=pts/1 ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning-2 ; USER=root ; COMMAND=/usr/bin/git commit -m all files are added from ML/System log Detection
35,Sep,30,10:04:28,internpc,sudo,,pam_unix(sudo:session): session opened for user root by (uid=0),1b3c4b91,pam_unix(sudo:session): session opened for user root by (uid=0)
36,Sep,30,10:04:28,internpc,sudo,,pam_unix(sudo:session): session closed for user root,449b71b3,pam_unix(sudo:session): session closed for user root
37,Sep,30,10:05:04,internpc,sudo,,intern : TTY=pts/1 ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning-2 ; USER=root ; COMMAND=/usr/bin/git push,0982e15a,intern : TTY=pts/1 ;  ; USER=root ; COMMAND=/usr/bin/git push
38,Sep,30,10:05:04,internpc,sudo,,pam_unix(sudo:session): session opened for user root by (uid=0),1b3c4b91,pam_unix(sudo:session): session opened for user root by (uid=0)
39,Sep,30,10:05:05,internpc,sudo,,pam_unix(sudo:session): session closed for user root,449b71b3,pam_unix(sudo:session): session closed for user root
40,Sep,30,10:09:01,internpc,CRON,7615,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
41,Sep,30,10:09:01,internpc,CRON,7615,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
42,Sep,30,10:14:25,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
43,Sep,30,10:17:01,internpc,CRON,7892,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
44,Sep,30,10:17:01,internpc,CRON,7892,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
45,Sep,30,10:31:37,internpc,gdm-password],,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,a1ef0b16,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost= user=intern
46,Sep,30,10:31:47,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
47,Sep,30,10:33:31,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
48,Sep,30,10:35:29,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
49,Sep,30,10:39:01,internpc,CRON,8209,pam_unix(cron:session): session opened for user root by (uid=0),104ec55d,pam_unix(cron:session): session opened for user root by (uid=0)
50,Sep,30,10:39:01,internpc,CRON,8209,pam_unix(cron:session): session closed for user root,20fe0864,pam_unix(cron:session): session closed for user root
51,Sep,30,10:39:25,internpc,sudo,,pam_unix(sudo:auth): authentication failure; logname= uid=1000 euid=0 tty=/dev/pts/3 ruser=intern rhost=  user=intern,a8c0b0d3,pam_unix(sudo:auth): authentication failure; logname= uid=1000 euid=0 tty=/dev/pts/3 ruser=intern rhost= user=intern
52,Sep,30,10:39:35,internpc,sudo,,intern : TTY=pts/3 ; PWD=/home/intern/Desktop/ML/System log Detection/Deeplog/Dataset/Linux/Clear ; USER=root ; COMMAND=/bin/cp syslog syslog.1 syslog.2.gz syslog.3.gz syslog.4.gz syslog.5.gz syslog.6.gz syslog.7.gz /var/log/alternatives.log /var/log/alternatives.log.1 /var/log/alternatives.log.2.gz /var/log/apport.log /var/log/apport.log.1 /var/log/apport.log.2.gz /var/log/apport.log.3.gz /var/log/apport.log.4.gz /var/log/apport.log.5.gz /var/log/apport.log.6.gz /var/log/apport.log.7.gz /var/log/apt /var/log/auth.log /var/log/auth.log.1 /var/log/auth.log.2.gz /var/log/auth.log.3.gz /var/log/auth.log.4.gz /var/log/boot.log /var/log/bootstrap.log /var/log/btmp /var/log/btmp.1 /var/log/cups /var/log/dist-upgrade /var/log/dpkg.log /var/log/dpkg.log.1 /var/log/dpkg.log.2.gz /var/log/faillog /var/log/fontconfig.log /var/log/gdm3 /var/log/gpu-manager.log /var/log/gpu-manager-switch.log /var/log/hp /var/log/installer /var/log/journal /var/log/kern.log,97c19bb0,intern : TTY=pts/3 ; PWD=/home/intern/Desktop/ML/System log Detection/Deeplog/Dataset/Linux/Clear ; USER=root ; COMMAND=/bin/cp syslog syslog.1 syslog.2.gz syslog.3.gz syslog.4.gz syslog.5.gz syslog.6.gz syslog.7.gz /var/log/alternatives.log /var/log/alternatives.log.1 /var/log/alternatives.log.2.gz /var/log/apport.log /var/log/apport.log.1 /var/log/apport.log.2.gz /var/log/apport.log.3.gz /var/log/apport.log.4.gz /var/log/apport.log.5.gz /var/log/apport.log.6.gz /var/log/apport.log.7.gz /var/log/apt /var/log/auth.log /var/log/auth.log.1 /var/log/auth.log.2.gz /var/log/auth.log.3.gz /var/log/auth.log.4.gz /var/log/boot.log /var/log/bootstrap.log /var/log/btmp /var/log/btmp.1 /var/log/cups /var/log/dist-upgrade /var/log/dpkg.log /var/log/dpkg.log.1 /var/log/dpkg.log.2.gz /var/log/faillog /var/log/fontconfig.log /var/log/gdm3 /var/log/gpu-manager.log /var/log/gpu-manager-switch.log /var/log/hp /var/log/installer /var/log/journal /var/log/kern.log
53,Sep,30,10:39:35,internpc,sudo,,intern : (command continued) /var/log/kern.log.1 /var/log/kern.log.2.gz /var/log/kern.log.3.gz /var/log/kern.log.4.gz /var/log/lastlog /var/log/speech-dispatcher /var/log/syslog /var/log/syslog.1 /var/log/syslog.2.gz /var/log/syslog.3.gz /var/log/syslog.4.gz /var/log/syslog.5.gz /var/log/syslog.6.gz /var/log/syslog.7.gz /var/log/tallylog /var/log/unattended-upgrades /var/log/vbox-setup.log /var/log/vbox-setup.log.1 /var/log/vbox-setup.log.2 /var/log/vbox-setup.log.3 /var/log/vmware /var/log/vmware-installer /var/log/vnetlib /var/log/wpslog /var/log/wtmp /var/log/wtmp.1 /var/log/Xorg.0.log /var/log/Xorg.0.log.old .,2b420694,intern : (command continued) /var/log/kern.log.1 /var/log/kern.log.2.gz /var/log/kern.log.3.gz /var/log/kern.log.4.gz /var/log/lastlog /var/log/speech-dispatcher /var/log/syslog /var/log/syslog.1 /var/log/syslog.2.gz /var/log/syslog.3.gz /var/log/syslog.4.gz /var/log/syslog.5.gz /var/log/syslog.6.gz /var/log/syslog.7.gz /var/log/tallylog /var/log/unattended-upgrades /var/log/vbox-setup.log /var/log/vbox-setup.log.1 /var/log/vbox-setup.log.2 /var/log/vbox-setup.log.3 /var/log/vmware /var/log/vmware-installer /var/log/vnetlib /var/log/wpslog /var/log/wtmp /var/log/wtmp.1 /var/log/Xorg.0.log /var/log/Xorg.0.log.old .
54,Sep,30,10:39:35,internpc,sudo,,pam_unix(sudo:session): session opened for user root by (uid=0),1b3c4b91,pam_unix(sudo:session): session opened for user root by (uid=0)
55,Sep,30,10:39:35,internpc,sudo,,pam_unix(sudo:session): session closed for user root,449b71b3,pam_unix(sudo:session): session closed for user root
56,Sep,30,10:46:40,internpc,gdm-password],,gkr-pam: unlocked login keyring,93db07cc,gkr-pam: unlocked login keyring
