log message,log key,parameter value vector
Sep 16 13:09:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 16 13:17:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[480]
Sep 16 13:17:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 16 13:39:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[1320]
Sep 16 13:39:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 16 14:09:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[1800]
Sep 16 14:09:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 16 14:17:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[480]
Sep 16 14:17:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 16 14:39:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[1320]
Sep 16 14:39:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 16 14:43:56 gkr-pam: unlocked login keyring,gkr-pam: unlocked login keyring,[295]
Sep 16 15:09:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[1505]
Sep 16 15:09:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 16 15:17:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[480]
Sep 16 15:17:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 16 15:31:56 gkr-pam: unlocked login keyring,gkr-pam: unlocked login keyring,[895]
Sep 16 15:39:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[425]
Sep 16 15:39:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 16 16:09:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[1800]
Sep 16 16:09:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 16 16:10:45 gkr-pam: unlocked login keyring,gkr-pam: unlocked login keyring,[104]
Sep 16 16:17:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[376]
Sep 16 16:17:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 16 16:39:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[1320]
Sep 16 16:39:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 16 17:09:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[1800]
Sep 16 17:09:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 16 17:17:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[480]
Sep 16 17:17:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 16 17:26:40 System is powering down.,System is powering down.,[579]
Sep 17 09:47:18 New seat seat0.,New seat seat0.,[58838]
Sep 17 09:47:18 Watching system buttons on /dev/input/event3 (Power Button),Watching system buttons on   ,"[0, '/dev/input/event3', '(Power', 'Button)']"
Sep 17 09:47:18 Watching system buttons on /dev/input/event0 (Power Button),Watching system buttons on   ,"[0, '/dev/input/event0', '(Power', 'Button)']"
Sep 17 09:47:18 Watching system buttons on /dev/input/event2 (Lid Switch),Watching system buttons on   ,"[0, '/dev/input/event2', '(Lid', 'Switch)']"
Sep 17 09:47:18 Watching system buttons on /dev/input/event1 (Sleep Button),Watching system buttons on   ,"[0, '/dev/input/event1', '(Sleep', 'Button)']"
Sep 17 09:47:18 Watching system buttons on /dev/input/event7 (Logitech USB Receiver),Watching system buttons on /dev/input/event7 (Logitech USB Receiver),[0]
Sep 17 09:47:18 Watching system buttons on /dev/input/event9 (Logitech USB Receiver Consumer Control),Watching system buttons on      ,"[0, '/dev/input/event9', '(Logitech', 'USB', 'Receiver', 'Consumer', 'Control)']"
Sep 17 09:47:18 Watching system buttons on /dev/input/event10 (Logitech USB Receiver System Control),Watching system buttons on      ,"[0, '/dev/input/event10', '(Logitech', 'USB', 'Receiver', 'System', 'Control)']"
Sep 17 09:47:18 Watching system buttons on /dev/input/event4 (AT Translated Set 2 keyboard),Watching system buttons on      ,"[0, '/dev/input/event4', '(AT', 'Translated', 'Set', '2', 'keyboard)']"
Sep 17 09:47:20 pam_unix(gdm-launch-environment:session): session opened for user gdm by (uid=0),pam_unix(gdm-launch-environment:session): session opened for user gdm by (uid=0),[2]
Sep 17 09:47:20 pam_unix(systemd-user:session): session opened for user gdm by (uid=0),pam_unix(systemd-user:session): session opened for user  by (uid=0),"[0, 'gdm']"
Sep 17 09:47:20 New session c1 of user gdm.,New session  of user ,"[0, 'c1', 'gdm.']"
"Sep 17 09:47:22 Registered Authentication Agent for unix-session:c1 (system bus name :1.25 [/usr/bin/gnome-shell], object path /org/freedesktop/PolicyKit1/AuthenticationAgent, locale en_GB.UTF-8)","Registered Authentication Agent for  (system bus name  [/usr/bin/gnome-shell], object path /org/freedesktop/PolicyKit1/AuthenticationAgent, locale en_GB.UTF-8)","[2, 'unix-session:c1', ':1.25']"
Sep 17 09:47:40 pam_unix(gdm-password:session): session opened for user intern by (uid=0),pam_unix(gdm-password:session): session opened for user intern by (uid=0),[18]
Sep 17 09:47:40 New session 2 of user intern.,New session  of user ,"[0, '2', 'intern.']"
Sep 17 09:47:40 pam_unix(systemd-user:session): session opened for user intern by (uid=0),pam_unix(systemd-user:session): session opened for user  by (uid=0),"[0, 'intern']"
Sep 17 09:47:46 [system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms),[system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms),[6]
"Sep 17 09:47:47 Registered Authentication Agent for unix-session:2 (system bus name :1.82 [/usr/bin/gnome-shell], object path /org/freedesktop/PolicyKit1/AuthenticationAgent, locale en_GB.UTF-8)","Registered Authentication Agent for  (system bus name  [/usr/bin/gnome-shell], object path /org/freedesktop/PolicyKit1/AuthenticationAgent, locale en_GB.UTF-8)","[1, 'unix-session:2', ':1.82']"
Sep 17 09:48:12 [system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms),[system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms),[25]
Sep 17 09:48:50 pam_unix(polkit-1:session): session opened for user root by (uid=1000),pam_unix(polkit-1:session): session opened for user root by (uid=1000),[38]
Sep 17 09:48:50 intern: Executing command [USER=root] [TTY=unknown] [CWD=/home/intern] [COMMAND=/usr/lib/update-notifier/package-system-locked],intern: Executing command [USER=root] [TTY=unknown] [CWD=/home/intern] [COMMAND=/usr/lib/update-notifier/package-system-locked],[0]
Sep 17 09:59:01 gkr-pam: unlocked login keyring,gkr-pam: unlocked login keyring,[611]
"Sep 17 10:05:32 asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered","asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered",[391]
"Sep 17 10:05:32 asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered","asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered",[0]
Sep 17 10:05:56 [system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms),[system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms),[24]
Sep 17 10:09:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[185]
Sep 17 10:09:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 17 10:17:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[480]
Sep 17 10:17:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 17 10:39:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[1320]
Sep 17 10:39:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 17 10:56:30 gkr-pam: unlocked login keyring,gkr-pam: unlocked login keyring,[1049]
Sep 17 11:09:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[751]
Sep 17 11:09:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 17 11:17:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[480]
Sep 17 11:17:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 17 11:37:43 gkr-pam: unlocked login keyring,gkr-pam: unlocked login keyring,[1242]
Sep 17 11:39:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[78]
Sep 17 11:39:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 17 12:09:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[1800]
Sep 17 12:09:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 17 12:17:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[480]
Sep 17 12:17:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 17 12:23:50 pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost= user=intern,"[409, ' ']"
Sep 17 12:23:57 pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost= user=intern,"[7, ' ']"
Sep 17 12:24:04 gkr-pam: unlocked login keyring,gkr-pam: unlocked login keyring,[7]
Sep 17 12:39:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[897]
Sep 17 12:39:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 17 13:09:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[1800]
Sep 17 13:09:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 17 13:17:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[480]
Sep 17 13:17:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 17 13:32:42 gkr-pam: unlocked login keyring,gkr-pam: unlocked login keyring,[941]
Sep 17 13:39:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[379]
Sep 17 13:39:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 17 14:09:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[1800]
Sep 17 14:09:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 17 14:10:42 gkr-pam: unlocked login keyring,gkr-pam: unlocked login keyring,[101]
Sep 17 14:17:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[379]
Sep 17 14:17:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 17 14:39:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[1320]
Sep 17 14:39:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 17 14:57:00 gkr-pam: unlocked login keyring,gkr-pam: unlocked login keyring,[1079]
Sep 17 15:01:31 pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost= user=intern,"[271, ' ']"
Sep 17 15:01:39 pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost= user=intern,"[8, ' ']"
Sep 17 15:01:45 gkr-pam: unlocked login keyring,gkr-pam: unlocked login keyring,[6]
Sep 17 15:09:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[436]
Sep 17 15:09:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 17 15:17:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[480]
Sep 17 15:17:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 17 15:39:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[1320]
Sep 17 15:39:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 17 16:09:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[1800]
Sep 17 16:09:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 17 16:17:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[480]
Sep 17 16:17:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 17 16:37:12 gkr-pam: unlocked login keyring,gkr-pam: unlocked login keyring,[1211]
Sep 17 16:39:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[109]
Sep 17 16:39:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 17 17:09:02 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[1801]
Sep 17 17:09:02 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 17 17:17:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[479]
Sep 17 17:17:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 17 17:27:21 System is powering down.,System is powering down.,[620]
Sep 18 09:35:56 New seat seat0.,New seat seat0.,[58115]
Sep 18 09:35:56 Watching system buttons on /dev/input/event3 (Power Button),Watching system buttons on   ,"[0, '/dev/input/event3', '(Power', 'Button)']"
Sep 18 09:35:56 Watching system buttons on /dev/input/event0 (Power Button),Watching system buttons on   ,"[0, '/dev/input/event0', '(Power', 'Button)']"
Sep 18 09:35:56 Watching system buttons on /dev/input/event2 (Lid Switch),Watching system buttons on   ,"[0, '/dev/input/event2', '(Lid', 'Switch)']"
Sep 18 09:35:56 Watching system buttons on /dev/input/event1 (Sleep Button),Watching system buttons on   ,"[0, '/dev/input/event1', '(Sleep', 'Button)']"
Sep 18 09:35:56 Watching system buttons on /dev/input/event7 (Logitech USB Receiver),Watching system buttons on /dev/input/event7 (Logitech USB Receiver),[0]
Sep 18 09:35:56 Watching system buttons on /dev/input/event9 (Logitech USB Receiver Consumer Control),Watching system buttons on      ,"[0, '/dev/input/event9', '(Logitech', 'USB', 'Receiver', 'Consumer', 'Control)']"
Sep 18 09:35:56 Watching system buttons on /dev/input/event10 (Logitech USB Receiver System Control),Watching system buttons on      ,"[0, '/dev/input/event10', '(Logitech', 'USB', 'Receiver', 'System', 'Control)']"
Sep 18 09:35:56 Watching system buttons on /dev/input/event4 (AT Translated Set 2 keyboard),Watching system buttons on      ,"[0, '/dev/input/event4', '(AT', 'Translated', 'Set', '2', 'keyboard)']"
Sep 18 09:35:57 pam_unix(gdm-launch-environment:session): session opened for user gdm by (uid=0),pam_unix(gdm-launch-environment:session): session opened for user gdm by (uid=0),[1]
Sep 18 09:35:57 New session c1 of user gdm.,New session  of user ,"[0, 'c1', 'gdm.']"
Sep 18 09:35:57 pam_unix(systemd-user:session): session opened for user gdm by (uid=0),pam_unix(systemd-user:session): session opened for user  by (uid=0),"[0, 'gdm']"
"Sep 18 09:36:00 Registered Authentication Agent for unix-session:c1 (system bus name :1.25 [/usr/bin/gnome-shell], object path /org/freedesktop/PolicyKit1/AuthenticationAgent, locale en_GB.UTF-8)","Registered Authentication Agent for  (system bus name  [/usr/bin/gnome-shell], object path /org/freedesktop/PolicyKit1/AuthenticationAgent, locale en_GB.UTF-8)","[3, 'unix-session:c1', ':1.25']"
Sep 18 09:36:06 pam_unix(gdm-password:session): session opened for user intern by (uid=0),pam_unix(gdm-password:session): session opened for user intern by (uid=0),[6]
Sep 18 09:36:06 New session 2 of user intern.,New session  of user ,"[0, '2', 'intern.']"
Sep 18 09:36:06 pam_unix(systemd-user:session): session opened for user intern by (uid=0),pam_unix(systemd-user:session): session opened for user  by (uid=0),"[0, 'intern']"
"Sep 18 09:36:13 Registered Authentication Agent for unix-session:2 (system bus name :1.80 [/usr/bin/gnome-shell], object path /org/freedesktop/PolicyKit1/AuthenticationAgent, locale en_GB.UTF-8)","Registered Authentication Agent for  (system bus name  [/usr/bin/gnome-shell], object path /org/freedesktop/PolicyKit1/AuthenticationAgent, locale en_GB.UTF-8)","[7, 'unix-session:2', ':1.80']"
Sep 18 09:36:24 [system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms),[system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms),[11]
Sep 18 09:37:16 pam_unix(polkit-1:session): session opened for user root by (uid=1000),pam_unix(polkit-1:session): session opened for user root by (uid=1000),[52]
Sep 18 09:37:16 intern: Executing command [USER=root] [TTY=unknown] [CWD=/home/intern] [COMMAND=/usr/lib/update-notifier/package-system-locked],intern: Executing command [USER=root] [TTY=unknown] [CWD=/home/intern] [COMMAND=/usr/lib/update-notifier/package-system-locked],[0]
Sep 18 09:39:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[105]
Sep 18 09:39:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 18 09:40:14 pam_unix(polkit-1:session): session opened for user root by (uid=1000),pam_unix(polkit-1:session): session opened for user root by (uid=1000),[73]
Sep 18 09:40:14 intern: Executing command [USER=root] [TTY=unknown] [CWD=/home/intern] [COMMAND=/usr/lib/update-notifier/package-system-locked],intern: Executing command [USER=root] [TTY=unknown] [CWD=/home/intern] [COMMAND=/usr/lib/update-notifier/package-system-locked],[0]
Sep 18 09:46:13 gkr-pam: unlocked login keyring,gkr-pam: unlocked login keyring,[359]
Sep 18 09:58:42 gkr-pam: unlocked login keyring,gkr-pam: unlocked login keyring,[749]
Sep 18 10:09:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[619]
Sep 18 10:09:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 18 10:12:38 pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost= user=intern,"[217, ' ']"
Sep 18 10:12:49 gkr-pam: unlocked login keyring,gkr-pam: unlocked login keyring,[11]
Sep 18 10:17:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[252]
Sep 18 10:17:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 18 10:33:16 gkr-pam: unlocked login keyring,gkr-pam: unlocked login keyring,[975]
Sep 18 10:39:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[345]
Sep 18 10:39:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 18 10:58:50 gkr-pam: unlocked login keyring,gkr-pam: unlocked login keyring,[1189]
Sep 18 11:08:57 gkr-pam: unlocked login keyring,gkr-pam: unlocked login keyring,[607]
Sep 18 11:09:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[4]
Sep 18 11:09:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 18 11:17:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[480]
Sep 18 11:17:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 18 11:39:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[1320]
Sep 18 11:39:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 18 11:49:41 gkr-pam: unlocked login keyring,gkr-pam: unlocked login keyring,[640]
Sep 18 12:09:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[1160]
Sep 18 12:09:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 18 12:17:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[480]
Sep 18 12:17:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 18 12:18:00 gkr-pam: unlocked login keyring,gkr-pam: unlocked login keyring,[59]
"Sep 18 12:18:03 asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered","asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered",[3]
"Sep 18 12:18:03 asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered","asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered",[0]
Sep 18 12:18:28 [system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms),[system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms),[25]
Sep 18 12:39:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[1233]
Sep 18 12:39:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 18 12:53:33 gkr-pam: unlocked login keyring,gkr-pam: unlocked login keyring,[872]
Sep 18 13:09:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[928]
Sep 18 13:09:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 18 13:17:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[480]
Sep 18 13:17:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 18 13:39:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[1320]
Sep 18 13:39:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 18 13:46:03 gkr-pam: unlocked login keyring,gkr-pam: unlocked login keyring,[422]
Sep 18 14:09:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[1378]
Sep 18 14:09:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 18 14:17:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[480]
Sep 18 14:17:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 18 14:39:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[1320]
Sep 18 14:39:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 18 15:09:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[1800]
Sep 18 15:09:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
