log message,log key,parameter value vector
Sep 17 09:47:40 pam_unix(systemd-user:session): session opened for user intern by (uid=0),E33,0
Sep 17 09:47:46 [system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms),E1,6
"Sep 17 09:47:47 Registered Authentication Agent for unix-session:2 (system bus name :1.82 [/usr/bin/gnome-shell], object path /org/freedesktop/PolicyKit1/AuthenticationAgent, locale en_GB.UTF-8)",E25,1
Sep 17 09:48:12 [system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms),E1,25
Sep 17 09:48:50 pam_unix(polkit-1:session): session opened for user root by (uid=1000),E48,38
Sep 17 09:48:50 intern: Executing command [USER=root] [TTY=unknown] [CWD=/home/intern] [COMMAND=/usr/lib/update-notifier/package-system-locked],E19,0
Sep 17 09:59:01 gkr-pam: unlocked login keyring,E5,611
"Sep 17 10:05:32 asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered",E20,391
"Sep 17 10:05:32 asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered",E20,0
Sep 17 10:05:56 [system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms),E1,24
Sep 17 10:09:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,185
Sep 17 10:09:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 17 10:17:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,480
Sep 17 10:17:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 17 10:39:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,1320
Sep 17 10:39:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 17 10:56:30 gkr-pam: unlocked login keyring,E5,1049
Sep 17 11:09:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,751
Sep 17 11:09:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 17 11:17:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,480
Sep 17 11:17:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 17 11:37:43 gkr-pam: unlocked login keyring,E5,1242
Sep 17 11:39:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,78
Sep 17 11:39:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 17 12:09:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,1800
Sep 17 12:09:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 17 12:17:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,480
Sep 17 12:17:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 17 12:23:50 pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,E28,409
Sep 17 12:23:57 pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,E28,7
Sep 17 12:24:04 gkr-pam: unlocked login keyring,E5,7
Sep 17 12:39:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,897
Sep 17 12:39:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 17 13:09:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,1800
Sep 17 13:09:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 17 13:17:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,480
Sep 17 13:17:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 17 13:32:42 gkr-pam: unlocked login keyring,E5,941
Sep 17 13:39:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,379
Sep 17 13:39:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 17 14:09:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,1800
Sep 17 14:09:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 17 14:10:42 gkr-pam: unlocked login keyring,E5,101
Sep 17 14:17:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,379
Sep 17 14:17:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 17 14:39:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,1320
Sep 17 14:39:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 17 14:57:00 gkr-pam: unlocked login keyring,E5,1079
Sep 17 15:01:31 pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,E28,271
Sep 17 15:01:39 pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,E28,8
Sep 17 15:01:45 gkr-pam: unlocked login keyring,E5,6
Sep 17 15:09:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,436
Sep 17 15:09:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 17 15:17:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,480
Sep 17 15:17:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 17 15:39:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,1320
Sep 17 15:39:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 17 16:09:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,1800
Sep 17 16:09:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 17 16:17:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,480
Sep 17 16:17:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 17 16:37:12 gkr-pam: unlocked login keyring,E5,1211
Sep 17 16:39:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,109
Sep 17 16:39:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 17 17:09:02 pam_unix(cron:session): session opened for user root by (uid=0),E7,1801
Sep 17 17:09:02 pam_unix(cron:session): session closed for user root,E43,0
Sep 17 17:17:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,479
Sep 17 17:17:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 17 17:27:21 System is powering down.,E0,620
Sep 18 09:35:56 New seat seat0.,E10,58115
Sep 18 09:35:56 Watching system buttons on /dev/input/event3 (Power Button),E37,0
Sep 18 09:35:56 Watching system buttons on /dev/input/event0 (Power Button),E37,0
Sep 18 09:35:56 Watching system buttons on /dev/input/event2 (Lid Switch),E37,0
Sep 18 09:35:56 Watching system buttons on /dev/input/event1 (Sleep Button),E37,0
Sep 18 09:35:56 Watching system buttons on /dev/input/event7 (Logitech USB Receiver),E6,0
Sep 18 09:35:56 Watching system buttons on /dev/input/event9 (Logitech USB Receiver Consumer Control),E2,0
Sep 18 09:35:56 Watching system buttons on /dev/input/event10 (Logitech USB Receiver System Control),E2,0
Sep 18 09:35:56 Watching system buttons on /dev/input/event4 (AT Translated Set 2 keyboard),E2,0
Sep 18 09:35:57 pam_unix(gdm-launch-environment:session): session opened for user gdm by (uid=0),E29,1
Sep 18 09:35:57 New session c1 of user gdm.,E8,0
Sep 18 09:35:57 pam_unix(systemd-user:session): session opened for user gdm by (uid=0),E33,0
"Sep 18 09:36:00 Registered Authentication Agent for unix-session:c1 (system bus name :1.25 [/usr/bin/gnome-shell], object path /org/freedesktop/PolicyKit1/AuthenticationAgent, locale en_GB.UTF-8)",E25,3
Sep 18 09:36:06 pam_unix(gdm-password:session): session opened for user intern by (uid=0),E18,6
Sep 18 09:36:06 New session 2 of user intern.,E8,0
Sep 18 09:36:06 pam_unix(systemd-user:session): session opened for user intern by (uid=0),E33,0
"Sep 18 09:36:13 Registered Authentication Agent for unix-session:2 (system bus name :1.80 [/usr/bin/gnome-shell], object path /org/freedesktop/PolicyKit1/AuthenticationAgent, locale en_GB.UTF-8)",E25,7
Sep 18 09:36:24 [system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms),E1,11
Sep 18 09:37:16 pam_unix(polkit-1:session): session opened for user root by (uid=1000),E48,52
Sep 18 09:37:16 intern: Executing command [USER=root] [TTY=unknown] [CWD=/home/intern] [COMMAND=/usr/lib/update-notifier/package-system-locked],E19,0
Sep 18 09:39:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,105
Sep 18 09:39:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 18 09:40:14 pam_unix(polkit-1:session): session opened for user root by (uid=1000),E48,73
Sep 18 09:40:14 intern: Executing command [USER=root] [TTY=unknown] [CWD=/home/intern] [COMMAND=/usr/lib/update-notifier/package-system-locked],E19,0
Sep 18 09:46:13 gkr-pam: unlocked login keyring,E5,359
Sep 18 09:58:42 gkr-pam: unlocked login keyring,E5,749
Sep 18 10:09:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,619
Sep 18 10:09:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 18 10:12:38 pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,E28,217
Sep 18 10:12:49 gkr-pam: unlocked login keyring,E5,11
Sep 18 10:17:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,252
Sep 18 10:17:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 18 10:33:16 gkr-pam: unlocked login keyring,E5,975
Sep 18 10:39:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,345
Sep 18 10:39:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 18 10:58:50 gkr-pam: unlocked login keyring,E5,1189
Sep 18 11:08:57 gkr-pam: unlocked login keyring,E5,607
Sep 18 11:09:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,4
Sep 18 11:09:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 18 11:17:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,480
Sep 18 11:17:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 18 11:39:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,1320
Sep 18 11:39:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 18 11:49:41 gkr-pam: unlocked login keyring,E5,640
Sep 18 12:09:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,1160
Sep 18 12:09:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 18 12:17:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,480
Sep 18 12:17:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 18 12:18:00 gkr-pam: unlocked login keyring,E5,59
"Sep 18 12:18:03 asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered",E20,3
"Sep 18 12:18:03 asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered",E20,0
Sep 18 12:18:28 [system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms),E1,25
Sep 18 12:39:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,1233
Sep 18 12:39:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 18 12:53:33 gkr-pam: unlocked login keyring,E5,872
Sep 18 13:09:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,928
Sep 18 13:09:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 18 13:17:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,480
Sep 18 13:17:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 18 13:39:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,1320
Sep 18 13:39:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 18 13:46:03 gkr-pam: unlocked login keyring,E5,422
Sep 18 14:09:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,1378
Sep 18 14:09:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 18 14:17:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,480
Sep 18 14:17:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 18 14:39:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,1320
Sep 18 14:39:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 18 15:09:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,1800
Sep 18 15:09:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 18 15:17:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,480
Sep 18 15:17:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 18 15:39:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,1320
Sep 18 15:39:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 18 15:42:05 gkr-pam: unlocked login keyring,E5,184
Sep 18 16:05:53 gkr-pam: unlocked login keyring,E5,1428
Sep 18 16:09:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,188
Sep 18 16:09:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 18 16:17:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,480
Sep 18 16:17:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 18 16:39:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,1320
Sep 18 16:39:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 18 16:58:41 gkr-pam: unlocked login keyring,E5,1180
Sep 18 17:09:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,620
Sep 18 17:09:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 18 17:17:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,480
Sep 18 17:17:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 18 17:17:18 gkr-pam: unlocked login keyring,E5,17
Sep 18 17:32:49 gkr-pam: unlocked login keyring,E5,931
Sep 18 17:33:08 System is powering down.,E0,19
Sep 19 09:37:49 New seat seat0.,E10,57881
Sep 19 09:37:49 Watching system buttons on /dev/input/event3 (Power Button),E37,0
Sep 19 09:37:49 Watching system buttons on /dev/input/event0 (Power Button),E37,0
Sep 19 09:37:49 Watching system buttons on /dev/input/event2 (Lid Switch),E37,0
Sep 19 09:37:49 Watching system buttons on /dev/input/event1 (Sleep Button),E37,0
Sep 19 09:37:49 Watching system buttons on /dev/input/event7 (Logitech USB Receiver),E6,0
Sep 19 09:37:49 Watching system buttons on /dev/input/event9 (Logitech USB Receiver Consumer Control),E2,0
Sep 19 09:37:49 Watching system buttons on /dev/input/event10 (Logitech USB Receiver System Control),E2,0
Sep 19 09:37:49 Watching system buttons on /dev/input/event4 (AT Translated Set 2 keyboard),E2,0
Sep 19 09:37:51 pam_unix(gdm-launch-environment:session): session opened for user gdm by (uid=0),E29,2
Sep 19 09:37:51 New session c1 of user gdm.,E8,0
Sep 19 09:37:51 pam_unix(systemd-user:session): session opened for user gdm by (uid=0),E33,0
"Sep 19 09:37:54 Registered Authentication Agent for unix-session:c1 (system bus name :1.25 [/usr/bin/gnome-shell], object path /org/freedesktop/PolicyKit1/AuthenticationAgent, locale en_GB.UTF-8)",E25,3
Sep 19 09:38:01 pam_unix(gdm-password:session): session opened for user intern by (uid=0),E18,7
Sep 19 09:38:01 New session 2 of user intern.,E8,0
Sep 19 09:38:01 pam_unix(systemd-user:session): session opened for user intern by (uid=0),E33,0
"Sep 19 09:38:08 Registered Authentication Agent for unix-session:2 (system bus name :1.80 [/usr/bin/gnome-shell], object path /org/freedesktop/PolicyKit1/AuthenticationAgent, locale en_GB.UTF-8)",E25,7
Sep 19 09:38:17 [system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms),E1,9
Sep 19 09:39:00 pam_unix(cron:session): session opened for user root by (uid=0),E7,43
Sep 19 09:39:00 pam_unix(cron:session): session closed for user root,E43,0
Sep 19 09:39:11 pam_unix(polkit-1:session): session opened for user root by (uid=1000),E48,11
Sep 19 09:39:11 intern: Executing command [USER=root] [TTY=unknown] [CWD=/home/intern] [COMMAND=/usr/lib/update-notifier/package-system-locked],E19,0
"Sep 19 10:05:35 asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered",E20,1584
"Sep 19 10:05:35 asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered",E20,0
"Sep 19 10:05:43 asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered",E20,8
"Sep 19 10:05:43 asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered",E20,0
Sep 19 10:05:59 [system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms),E1,16
Sep 19 10:09:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,182
Sep 19 10:09:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 19 10:17:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,480
Sep 19 10:17:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 19 10:23:57 gkr-pam: unlocked login keyring,E5,416
Sep 19 10:39:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,904
Sep 19 10:39:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 19 11:09:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,1800
Sep 19 11:09:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 19 11:17:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,480
Sep 19 11:17:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 19 11:39:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,1320
Sep 19 11:39:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 19 11:40:53 gkr-pam: unlocked login keyring,E5,112
Sep 19 11:44:32 pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,E28,219
Sep 19 11:44:43 pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,E28,11
Sep 19 11:44:51 gkr-pam: unlocked login keyring,E5,8
Sep 19 12:08:49 gkr-pam: unlocked login keyring,E5,1438
Sep 19 12:09:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,12
Sep 19 12:09:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 19 12:17:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,480
Sep 19 12:17:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 19 12:39:02 pam_unix(cron:session): session opened for user root by (uid=0),E7,1321
Sep 19 12:39:02 pam_unix(cron:session): session closed for user root,E43,0
Sep 19 12:39:28 pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,E28,26
Sep 19 12:39:34 gkr-pam: unlocked login keyring,E5,6
"Sep 19 12:49:36 asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered",E20,602
"Sep 19 12:49:36 asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered",E20,0
Sep 19 12:50:01 [system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms),E1,25
"Sep 19 12:53:17 asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered",E20,196
"Sep 19 12:53:17 asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered",E20,0
Sep 19 12:53:42 [system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms),E1,25
Sep 19 13:09:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,919
Sep 19 13:09:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 19 13:17:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,480
Sep 19 13:17:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 19 13:39:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,1320
Sep 19 13:39:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 19 14:09:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,1800
Sep 19 14:09:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 19 14:17:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,480
Sep 19 14:17:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 19 14:39:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,1320
Sep 19 14:39:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 19 15:00:37 gkr-pam: unlocked login keyring,E5,1296
Sep 19 15:02:45 pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,E28,128
Sep 19 15:02:59 message repeated 2 times: [ pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern],E17,14
Sep 19 15:03:05 gkr-pam: unlocked login keyring,E5,6
Sep 19 15:09:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,356
Sep 19 15:09:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 19 15:17:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,480
Sep 19 15:17:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 19 15:20:44 pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,E28,223
Sep 19 15:21:20 message repeated 4 times: [ pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern],E17,36
Sep 19 15:21:57 gkr-pam: unlocked login keyring,E5,37
Sep 19 15:39:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,1024
Sep 19 15:39:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 19 16:06:00 gkr-pam: unlocked login keyring,E5,1619
Sep 19 16:09:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,181
Sep 19 16:09:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 19 16:17:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,480
Sep 19 16:17:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 19 16:39:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,1320
Sep 19 16:39:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 19 16:50:06 gkr-pam: unlocked login keyring,E5,665
Sep 19 17:09:01 pam_unix(cron:session): session opened for user root by (uid=0),E7,1135
Sep 19 17:09:01 pam_unix(cron:session): session closed for user root,E43,0
Sep 19 17:15:12 intern : TTY=pts/0 ; PWD=/home/intern/Desktop/ML ; USER=root ; COMMAND=/bin/cp -r . ../repos/jsoc-machine-learning/,E45,371
Sep 19 17:15:12 pam_unix(sudo:session): session opened for user root by (uid=0),E30,0
Sep 19 17:15:59 pam_unix(sudo:session): session closed for user root,E11,47
Sep 19 17:16:39 intern : TTY=pts/0 ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning ; USER=root ; COMMAND=/usr/bin/git add --all,E21,40
Sep 19 17:16:39 pam_unix(sudo:session): session opened for user root by (uid=0),E30,0
